Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1048,2021-01-02 23:00:00,2021-01-06 23:00:00,Standard Class,C0662,Sara,Home Office,Pakistan,Karachi,Punjab,South,P0146,Technology,Chairs,Pen Set,718.32,1,0.17,96.31
1049,2021-01-03 00:00:00,2021-01-05 00:00:00,Standard Class,C0020,Noor,Corporate,Pakistan,Karachi,Sindh,South,P0063,Office Supplies,Chairs,Printer,909.44,3,0.01,116.97
1050,2021-01-03 01:00:00,2021-01-11 01:00:00,First Class,C0033,Fatima,Home Office,Pakistan,Islamabad,Sindh,Central,P0343,Furniture,Tables,Office Chair,948.61,5,0.27,117.91
1051,2021-01-03 02:00:00,2021-01-07 02:00:00,First Class,C0840,Omar,Corporate,Pakistan,Karachi,Punjab,South,P0480,Technology,Chairs,Printer,323.15,4,0.2,50.54
1052,2021-01-03 03:00:00,2021-01-05 03:00:00,First Class,C0793,Omar,Home Office,Pakistan,Lahore,Islamabad Capital,West,P0460,Office Supplies,Phones,Printer,403.33,4,0.08,30.67
1053,2021-01-03 04:00:00,2021-01-09 04:00:00,Standard Class,C0558,Ahmed,Corporate,Pakistan,Rawalpindi,Islamabad Capital,Central,P0180,Office Supplies,Binders,Executive Desk,1703.92,1,0.14,382.12
1054,2021-01-03 05:00:00,2021-01-09 05:00:00,Standard Class,C0073,Ahmed,Consumer,Pakistan,Islamabad,Sindh,Central,P0468,Technology,Tables,Filing Cabinet,367.3,6,0.22,59.35
1055,2021-01-03 06:00:00,2021-01-07 06:00:00,Standard Class,C0866,Ayesha,Home Office,Pakistan,Karachi,Punjab,West,P0111,Technology,Binders,Pen Set,1348.53,4,0.27,161.04
1056,2021-01-03 07:00:00,2021-01-09 07:00:00,First Class,C0825,Ali,Home Office,Pakistan,Rawalpindi,Islamabad Capital,South,P0191,Office Supplies,Tables,Printer,866.13,1,0.26,85.41
1057,2021-01-03 08:00:00,2021-01-05 08:00:00,Same Day,C0343,Ahmed,Home Office,Pakistan,Islamabad,Islamabad Capital,Central,P0429,Office Supplies,Storage,Executive Desk,1938.06,6,0.02,335.89
1058,2021-01-03 09:00:00,2021-01-05 09:00:00,Second Class,C0133,Ahmed,Corporate,Pakistan,Lahore,Sindh,West,P0396,Technology,Binders,Pen Set,178.9,5,0.02,37.09
1059,2021-01-03 10:00:00,2021-01-07 10:00:00,Same Day,C0055,Ali,Home Office,Pakistan,Rawalpindi,Islamabad Capital,West,P0392,Technology,Phones,Smartphone,1669.26,5,0.18,230.64
1060,2021-01-03 11:00:00,2021-01-11 11:00:00,Standard Class,C0061,Noor,Corporate,Pakistan,Karachi,Punjab,East,P0246,Technology,Tables,Printer,1008.33,2,0.15,248.96
1061,2021-01-03 12:00:00,2021-01-10 12:00:00,Standard Class,C0857,Bilal,Home Office,Pakistan,Karachi,Islamabad Capital,South,P0278,Technology,Tables,Filing Cabinet,60.44,1,0.09,9.5
1062,2021-01-03 13:00:00,2021-01-12 13:00:00,Same Day,C0520,Ali,Consumer,Pakistan,Lahore,Punjab,South,P0347,Furniture,Chairs,Smartphone,564.14,7,0.29,138.66
1063,2021-01-03 14:00:00,2021-01-11 14:00:00,Standard Class,C0272,Bilal,Home Office,Pakistan,Islamabad,Punjab,West,P0425,Office Supplies,Tables,Pen Set,845.01,5,0.22,204.93
1064,2021-01-03 15:00:00,2021-01-08 15:00:00,Second Class,C0246,Ayesha,Consumer,Pakistan,Rawalpindi,Sindh,Central,P0372,Technology,Binders,Printer,662.68,3,0.21,112.62
1065,2021-01-03 16:00:00,2021-01-05 16:00:00,Standard Class,C0176,Ahmed,Corporate,Pakistan,Lahore,Islamabad Capital,East,P0297,Office Supplies,Binders,Printer,756.78,6,0.05,125.83
1066,2021-01-03 17:00:00,2021-01-08 17:00:00,Second Class,C0628,Omar,Consumer,Pakistan,Islamabad,Sindh,East,P0337,Technology,Tables,Filing Cabinet,1837.51,3,0.09,130.71
1067,2021-01-03 18:00:00,2021-01-11 18:00:00,Same Day,C0317,Ahmed,Home Office,Pakistan,Faisalabad,Islamabad Capital,Central,P0123,Furniture,Tables,Office Chair,753.82,6,0.18,177.79
1068,2021-01-03 19:00:00,2021-01-12 19:00:00,Same Day,C0783,Fatima,Home Office,Pakistan,Faisalabad,Sindh,East,P0057,Office Supplies,Tables,Filing Cabinet,866.72,6,0.24,182.57
1069,2021-01-03 20:00:00,2021-01-12 20:00:00,Standard Class,C0705,Ayesha,Corporate,Pakistan,Islamabad,Sindh,Central,P0160,Furniture,Storage,Executive Desk,1534.21,9,0.28,230.27
1070,2021-01-03 21:00:00,2021-01-04 21:00:00,Second Class,C0662,Bilal,Home Office,Pakistan,Karachi,Sindh,East,P0127,Office Supplies,Phones,Executive Desk,1597.98,8,0.21,177.83
1071,2021-01-03 22:00:00,2021-01-12 22:00:00,Standard Class,C0131,Bilal,Home Office,Pakistan,Karachi,Islamabad Capital,Central,P0225,Furniture,Binders,Filing Cabinet,213.97,1,0.13,46.58
1072,2021-01-03 23:00:00,2021-01-10 23:00:00,First Class,C0102,Fatima,Corporate,Pakistan,Faisalabad,Sindh,West,P0095,Technology,Storage,Filing Cabinet,1422.94,7,0.21,154.11
1073,2021-01-04 00:00:00,2021-01-13 00:00:00,First Class,C0310,Fatima,Corporate,Pakistan,Karachi,Punjab,West,P0311,Technology,Chairs,Filing Cabinet,991.02,9,0.02,156.95
1074,2021-01-04 01:00:00,2021-01-12 01:00:00,First Class,C0782,Noor,Consumer,Pakistan,Karachi,Islamabad Capital,East,P0006,Furniture,Accessories,Filing Cabinet,311.02,2,0.18,27.92
1075,2021-01-04 02:00:00,2021-01-05 02:00:00,First Class,C0292,Sara,Corporate,Pakistan,Islamabad,Punjab,East,P0423,Technology,Tables,Filing Cabinet,566.19,9,0.27,119.41
1076,2021-01-04 03:00:00,2021-01-12 03:00:00,Standard Class,C0722,Fatima,Home Office,Pakistan,Islamabad,Sindh,West,P0265,Furniture,Binders,Printer,137.82,6,0.19,27.64
1077,2021-01-04 04:00:00,2021-01-12 04:00:00,First Class,C0495,Bilal,Corporate,Pakistan,Karachi,Sindh,South,P0234,Furniture,Chairs,Pen Set,752.46,3,0.0,81.53
1078,2021-01-04 05:00:00,2021-01-07 05:00:00,Second Class,C0361,Omar,Home Office,Pakistan,Islamabad,Punjab,Central,P0288,Office Supplies,Binders,Pen Set,548.04,8,0.21,40.27
1079,2021-01-04 06:00:00,2021-01-05 06:00:00,Same Day,C0338,Bilal,Consumer,Pakistan,Rawalpindi,Sindh,South,P0420,Furniture,Accessories,Smartphone,795.1,7,0.22,67.91
1080,2021-01-04 07:00:00,2021-01-12 07:00:00,Same Day,C0579,Bilal,Corporate,Pakistan,Faisalabad,Islamabad Capital,East,P0384,Office Supplies,Tables,Executive Desk,1181.66,8,0.16,204.75
1081,2021-01-04 08:00:00,2021-01-07 08:00:00,First Class,C0010,Noor,Home Office,Pakistan,Rawalpindi,Punjab,West,P0016,Furniture,Binders,Executive Desk,1478.06,8,0.24,118.26
1082,2021-01-04 09:00:00,2021-01-07 09:00:00,First Class,C0049,Sara,Corporate,Pakistan,Rawalpindi,Islamabad Capital,East,P0140,Office Supplies,Tables,Pen Set,1230.44,7,0.06,140.3
1083,2021-01-04 10:00:00,2021-01-05 10:00:00,First Class,C0487,Sara,Corporate,Pakistan,Karachi,Islamabad Capital,South,P0297,Office Supplies,Accessories,Pen Set,1372.84,1,0.12,299.06
1084,2021-01-04 11:00:00,2021-01-09 11:00:00,Standard Class,C0623,Fatima,Corporate,Pakistan,Karachi,Islamabad Capital,West,P0195,Technology,Storage,Smartphone,1738.0,8,0.24,115.32
1085,2021-01-04 12:00:00,2021-01-11 12:00:00,Same Day,C0321,Ayesha,Corporate,Pakistan,Rawalpindi,Sindh,West,P0186,Office Supplies,Accessories,Filing Cabinet,1753.96,5,0.18,291.57
1086,2021-01-04 13:00:00,2021-01-13 13:00:00,First Class,C0731,Ahmed,Consumer,Pakistan,Rawalpindi,Sindh,West,P0475,Office Supplies,Accessories,Pen Set,1728.4,2,0.3,224.63
1087,2021-01-04 14:00:00,2021-01-11 14:00:00,Second Class,C0569,Bilal,Home Office,Pakistan,Lahore,Punjab,Central,P0475,Furniture,Binders,Pen Set,348.68,2,0.02,25.82
1088,2021-01-04 15:00:00,2021-01-13 15:00:00,First Class,C0795,Ali,Corporate,Pakistan,Lahore,Punjab,East,P0393,Office Supplies,Phones,Smartphone,539.58,2,0.07,81.96
1089,2021-01-04 16:00:00,2021-01-12 16:00:00,Same Day,C0971,Ahmed,Home Office,Pakistan,Faisalabad,Islamabad Capital,South,P0125,Technology,Tables,Filing Cabinet,1029.53,9,0.06,157.86
1090,2021-01-04 17:00:00,2021-01-06 17:00:00,First Class,C0625,Ahmed,Consumer,Pakistan,Rawalpindi,Sindh,Central,P0017,Furniture,Binders,Executive Desk,749.54,5,0.29,94.16
1091,2021-01-04 18:00:00,2021-01-05 18:00:00,Same Day,C0133,Sara,Home Office,Pakistan,Islamabad,Sindh,South,P0366,Office Supplies,Tables,Pen Set,306.75,3,0.26,18.73
1092,2021-01-04 19:00:00,2021-01-11 19:00:00,First Class,C0583,Sara,Home Office,Pakistan,Lahore,Sindh,Central,P0389,Furniture,Storage,Office Chair,611.11,6,0.04,55.84
1093,2021-01-04 20:00:00,2021-01-11 20:00:00,Second Class,C0083,Noor,Consumer,Pakistan,Karachi,Punjab,West,P0026,Furniture,Storage,Executive Desk,1952.09,9,0.11,255.61
1094,2021-01-04 21:00:00,2021-01-12 21:00:00,First Class,C0057,Noor,Corporate,Pakistan,Rawalpindi,Sindh,Central,P0213,Furniture,Phones,Executive Desk,726.51,9,0.02,76.61
1095,2021-01-04 22:00:00,2021-01-09 22:00:00,Second Class,C0376,Sara,Home Office,Pakistan,Islamabad,Islamabad Capital,East,P0385,Furniture,Phones,Office Chair,866.88,9,0.19,71.18
1096,2021-01-04 23:00:00,2021-01-07 23:00:00,Second Class,C0349,Omar,Home Office,Pakistan,Islamabad,Islamabad Capital,East,P0001,Furniture,Phones,Smartphone,62.48,4,0.1,9.21
1097,2021-01-05 00:00:00,2021-01-13 00:00:00,First Class,C0271,Omar,Corporate,Pakistan,Islamabad,Islamabad Capital,South,P0291,Office Supplies,Storage,Printer,1452.86,5,0.08,188.17
1098,2021-01-05 01:00:00,2021-01-11 01:00:00,Second Class,C0483,Ali,Corporate,Pakistan,Karachi,Sindh,West,P0265,Furniture,Accessories,Filing Cabinet,856.42,1,0.16,156.71
1099,2021-01-05 02:00:00,2021-01-08 02:00:00,Standard Class,C0111,Sara,Home Office,Pakistan,Lahore,Islamabad Capital,West,P0343,Furniture,Binders,Filing Cabinet,251.12,6,0.24,40.7
1100,2021-01-05 03:00:00,2021-01-06 03:00:00,First Class,C0869,Fatima,Consumer,Pakistan,Islamabad,Islamabad Capital,South,P0038,Technology,Tables,Executive Desk,1938.69,2,0.12,162.75
1101,2021-01-05 04:00:00,2021-01-08 04:00:00,First Class,C0887,Noor,Corporate,Pakistan,Lahore,Punjab,East,P0233,Technology,Tables,Office Chair,1565.99,7,0.23,293.67
1102,2021-01-05 05:00:00,2021-01-10 05:00:00,Second Class,C0076,Sara,Corporate,Pakistan,Faisalabad,Punjab,East,P0260,Furniture,Binders,Executive Desk,1465.99,4,0.13,209.75
1103,2021-01-05 06:00:00,2021-01-08 06:00:00,Second Class,C0158,Omar,Consumer,Pakistan,Karachi,Sindh,South,P0308,Office Supplies,Chairs,Executive Desk,1917.85,4,0.06,139.41
1104,2021-01-05 07:00:00,2021-01-06 07:00:00,First Class,C0532,Sara,Home Office,Pakistan,Lahore,Sindh,West,P0403,Technology,Storage,Pen Set,844.59,9,0.13,45.35
1105,2021-01-05 08:00:00,2021-01-10 08:00:00,Standard Class,C0933,Omar,Corporate,Pakistan,Lahore,Sindh,South,P0485,Technology,Storage,Smartphone,1451.14,1,0.16,254.36
1106,2021-01-05 09:00:00,2021-01-12 09:00:00,Second Class,C0643,Sara,Home Office,Pakistan,Islamabad,Sindh,South,P0261,Furniture,Phones,Filing Cabinet,452.11,6,0.14,78.54
1107,2021-01-05 10:00:00,2021-01-12 10:00:00,Second Class,C0329,Bilal,Home Office,Pakistan,Islamabad,Sindh,Central,P0476,Office Supplies,Binders,Printer,1409.39,2,0.08,301.74
1108,2021-01-05 11:00:00,2021-01-14 11:00:00,Same Day,C0122,Fatima,Home Office,Pakistan,Karachi,Punjab,South,P0238,Office Supplies,Chairs,Office Chair,77.45,6,0.06,15.68
1109,2021-01-05 12:00:00,2021-01-08 12:00:00,Standard Class,C0041,Ayesha,Consumer,Pakistan,Lahore,Punjab,East,P0106,Technology,Chairs,Printer,296.3,7,0.28,66.82
1110,2021-01-05 13:00:00,2021-01-12 13:00:00,Standard Class,C0167,Ali,Home Office,Pakistan,Rawalpindi,Punjab,South,P0247,Technology,Storage,Office Chair,879.25,3,0.09,95.38
1111,2021-01-05 14:00:00,2021-01-06 14:00:00,First Class,C0922,Bilal,Home Office,Pakistan,Islamabad,Islamabad Capital,West,P0304,Technology,Phones,Filing Cabinet,73.58,4,0.21,9.76
1112,2021-01-05 15:00:00,2021-01-09 15:00:00,Standard Class,C0642,Fatima,Corporate,Pakistan,Islamabad,Islamabad Capital,West,P0343,Technology,Tables,Smartphone,950.83,2,0.1,59.32
1113,2021-01-05 16:00:00,2021-01-09 16:00:00,First Class,C0023,Omar,Corporate,Pakistan,Faisalabad,Punjab,East,P0447,Technology,Phones,Printer,1069.44,7,0.29,141.45
1114,2021-01-05 17:00:00,2021-01-10 17:00:00,Same Day,C0279,Noor,Consumer,Pakistan,Karachi,Punjab,West,P0038,Furniture,Tables,Office Chair,1262.13,9,0.3,118.58
1115,2021-01-05 18:00:00,2021-01-12 18:00:00,Standard Class,C0763,Noor,Consumer,Pakistan,Lahore,Sindh,South,P0308,Furniture,Storage,Executive Desk,245.75,5,0.25,51.87
1116,2021-01-05 19:00:00,2021-01-12 19:00:00,Second Class,C0469,Ahmed,Corporate,Pakistan,Lahore,Punjab,East,P0343,Furniture,Phones,Filing Cabinet,402.97,5,0.17,73.04
1117,2021-01-05 20:00:00,2021-01-09 20:00:00,Same Day,C0400,Fatima,Corporate,Pakistan,Lahore,Sindh,West,P0046,Technology,Chairs,Smartphone,1245.9,9,0.16,257.08
1118,2021-01-05 21:00:00,2021-01-12 21:00:00,First Class,C0009,Sara,Consumer,Pakistan,Islamabad,Punjab,South,P0210,Furniture,Binders,Pen Set,1333.47,8,0.1,224.69
1119,2021-01-05 22:00:00,2021-01-08 22:00:00,Same Day,C0013,Ali,Home Office,Pakistan,Karachi,Sindh,West,P0093,Technology,Accessories,Executive Desk,100.51,1,0.04,17.05
1120,2021-01-05 23:00:00,2021-01-11 23:00:00,First Class,C0924,Sara,Consumer,Pakistan,Lahore,Punjab,Central,P0220,Office Supplies,Chairs,Smartphone,1103.72,2,0.02,107.11
1121,2021-01-06 00:00:00,2021-01-08 00:00:00,Same Day,C0923,Sara,Home Office,Pakistan,Rawalpindi,Sindh,West,P0256,Office Supplies,Binders,Office Chair,1580.71,7,0.14,290.79
1122,2021-01-06 01:00:00,2021-01-15 01:00:00,First Class,C0819,Fatima,Corporate,Pakistan,Faisalabad,Islamabad Capital,East,P0137,Furniture,Tables,Executive Desk,184.75,3,0.29,14.56
1123,2021-01-06 02:00:00,2021-01-11 02:00:00,Standard Class,C0832,Ayesha,Corporate,Pakistan,Faisalabad,Islamabad Capital,South,P0231,Office Supplies,Storage,Pen Set,855.69,6,0.07,89.99
1124,2021-01-06 03:00:00,2021-01-12 03:00:00,Second Class,C0052,Ali,Corporate,Pakistan,Lahore,Sindh,South,P0306,Office Supplies,Phones,Pen Set,686.7,1,0.12,59.05
1125,2021-01-06 04:00:00,2021-01-10 04:00:00,First Class,C0209,Ahmed,Home Office,Pakistan,Islamabad,Sindh,East,P0202,Office Supplies,Storage,Smartphone,1831.65,8,0.19,439.42
1126,2021-01-06 05:00:00,2021-01-13 05:00:00,Same Day,C0550,Bilal,Consumer,Pakistan,Faisalabad,Islamabad Capital,Central,P0066,Furniture,Storage,Filing Cabinet,412.31,2,0.11,94.67
1127,2021-01-06 06:00:00,2021-01-15 06:00:00,First Class,C0612,Sara,Home Office,Pakistan,Faisalabad,Punjab,South,P0461,Office Supplies,Tables,Printer,670.8,1,0.0,150.91
1128,2021-01-06 07:00:00,2021-01-13 07:00:00,First Class,C0705,Ali,Consumer,Pakistan,Faisalabad,Sindh,East,P0038,Furniture,Storage,Pen Set,1801.97,2,0.12,436.14
1129,2021-01-06 08:00:00,2021-01-07 08:00:00,First Class,C0402,Ahmed,Consumer,Pakistan,Faisalabad,Punjab,West,P0155,Technology,Phones,Pen Set,694.77,8,0.24,119.86
1130,2021-01-06 09:00:00,2021-01-07 09:00:00,Same Day,C0191,Bilal,Consumer,Pakistan,Lahore,Islamabad Capital,Central,P0105,Technology,Chairs,Printer,1086.13,5,0.28,248.66
1131,2021-01-06 10:00:00,2021-01-15 10:00:00,Second Class,C0051,Sara,Corporate,Pakistan,Karachi,Islamabad Capital,East,P0255,Furniture,Storage,Executive Desk,114.42,9,0.08,12.4
1132,2021-01-06 11:00:00,2021-01-15 11:00:00,Standard Class,C0393,Ali,Consumer,Pakistan,Karachi,Sindh,West,P0404,Furniture,Phones,Filing Cabinet,1970.56,3,0.28,250.17
1133,2021-01-06 12:00:00,2021-01-10 12:00:00,Second Class,C0653,Bilal,Corporate,Pakistan,Islamabad,Punjab,South,P0488,Office Supplies,Phones,Filing Cabinet,1658.65,8,0.26,237.84
1134,2021-01-06 13:00:00,2021-01-15 13:00:00,First Class,C0680,Fatima,Consumer,Pakistan,Rawalpindi,Islamabad Capital,South,P0446,Technology,Tables,Smartphone,1287.08,4,0.12,87.37
